,WVHT,DPD,APD,MWD,WTMP
127108,0.71,9.09,3.73,119.0,13.6
127110,0.99,4.76,4.04,80.0,13.6
127111,0.97,4.55,4.21,78.0,13.6
127112,0.95,5.26,4.23,94.0,13.5
127113,0.93,5.0,4.14,87.0,13.5
127114,0.91,4.76,4.13,91.0,13.5
127115,0.88,4.76,4.17,89.0,13.5
127116,0.85,5.0,4.11,111.0,13.5
127117,0.88,4.55,4.12,102.0,13.5
127118,0.82,4.76,4.3,108.0,13.5
127119,0.84,5.0,4.35,104.0,13.6
127120,0.82,4.17,4.42,105.0,13.6
127121,0.8,4.55,4.3,109.0,13.6
127122,0.8,4.55,4.29,119.0,13.7
127123,0.74,4.17,4.27,120.0,13.8
127124,0.77,4.35,4.42,146.0,13.8
127125,0.74,4.35,4.41,139.0,14.1
127126,0.76,9.09,4.51,125.0,14.4
127127,0.72,4.35,4.64,126.0,15.2
127128,0.71,9.88,4.71,122.0,15.9
127129,0.69,4.0,4.55,129.0,15.1
127130,0.63,9.09,4.5,123.0,14.9
127131,0.62,9.09,4.62,119.0,14.7
127132,0.63,9.09,4.62,126.0,14.4
127133,0.59,8.33,4.42,123.0,14.3
127134,0.6,8.33,4.49,132.0,14.2
127135,0.6,9.09,4.63,132.0,14.3
127136,0.59,9.09,4.49,122.0,14.3
127137,0.63,8.33,4.19,130.0,14.3
127138,0.63,8.33,4.15,127.0,14.2
127139,0.68,9.09,4.38,116.0,14.2
127140,0.69,9.09,4.3,119.0,14.2
127141,0.7,8.33,4.08,125.0,14.2
127142,0.75,9.09,3.94,122.0,14.2
127143,0.85,4.55,3.85,163.0,14.2
127144,0.87,4.76,3.95,167.0,14.2
127145,0.8,4.76,3.96,158.0,14.1
127146,0.82,4.35,3.95,167.0,14.1
127147,0.88,4.55,4.11,175.0,14.0
127148,0.89,9.09,4.12,127.0,14.1
127149,0.86,4.76,4.21,171.0,14.0
127150,0.87,4.76,4.2,174.0,14.1
127151,0.86,5.26,4.16,168.0,14.1
127152,0.91,4.76,4.38,172.0,14.0
127153,0.86,5.0,4.37,167.0,14.0
127154,0.83,5.26,4.45,171.0,14.0
127155,0.82,5.26,4.61,172.0,14.0
127156,0.84,5.0,4.63,170.0,14.0
127157,0.9,5.26,4.8,168.0,14.0
127158,0.92,5.26,4.75,167.0,13.9
127159,0.98,5.56,4.66,164.0,13.9
127160,0.94,5.56,4.57,160.0,13.9
127161,1.05,5.26,4.5,171.0,13.9
127162,1.08,5.88,4.3,165.0,13.9
127163,1.14,5.88,4.43,161.0,13.9
127164,1.31,5.88,4.64,165.0,13.9
127165,1.36,5.56,4.54,165.0,14.0
127166,1.27,5.88,4.47,167.0,14.0
127167,1.3,6.25,4.52,160.0,14.0
127168,1.3,5.88,4.43,170.0,14.0
127169,1.3,6.25,4.41,167.0,14.0
127170,1.29,6.25,4.59,168.0,14.1
127171,1.23,6.25,4.6,167.0,14.1
127172,1.26,6.25,4.55,168.0,14.1
127173,1.25,6.67,4.53,167.0,14.1
127174,1.28,6.25,4.53,165.0,14.1
127175,1.31,6.67,4.55,164.0,14.1
127176,1.24,6.67,4.57,168.0,14.1
127177,1.28,6.67,4.46,165.0,14.1
127178,1.33,6.25,4.44,168.0,14.1
127179,1.42,6.25,4.52,163.0,14.1
127180,1.38,5.26,4.4,171.0,14.1
127181,1.41,5.0,4.45,184.0,14.1
127182,1.43,6.67,4.49,157.0,14.2
127183,1.34,5.56,4.56,167.0,14.2
127184,1.35,6.25,4.71,157.0,14.2
127185,1.29,6.25,4.6,161.0,14.2
127186,1.18,6.67,4.73,165.0,14.2
127187,1.27,6.25,4.91,163.0,14.2
127188,1.23,6.25,4.97,161.0,14.2
127189,1.15,6.67,4.66,158.0,14.2
127190,1.14,6.25,4.62,163.0,14.2
127191,1.1,6.25,4.77,168.0,14.1
127192,1.11,6.25,4.53,164.0,14.1
127193,1.0,6.67,4.73,167.0,14.1
127194,0.93,7.14,4.96,167.0,14.0
127195,0.86,6.67,5.18,172.0,14.0
127196,0.82,6.67,4.94,167.0,14.0
127197,0.79,7.14,4.23,165.0,13.9
127198,0.84,6.67,3.74,174.0,13.9
127199,0.83,6.67,3.77,170.0,13.9
127200,0.82,6.25,3.76,171.0,13.8
127201,0.73,7.14,3.69,165.0,13.8
127217,0.78,5.26,3.99,82.0,13.7
127218,0.73,5.0,4.01,80.0,13.7
127222,0.67,9.88,4.37,113.0,13.9
127223,0.67,9.88,4.9,113.0,14.0
127224,0.64,9.09,4.72,102.0,14.0
127225,0.66,9.09,4.75,101.0,13.9
127226,0.69,9.88,4.82,109.0,13.9
127227,0.66,10.53,4.69,102.0,13.9
127228,0.71,9.88,4.42,104.0,13.9
127229,0.74,9.88,4.52,98.0,13.8
127230,0.75,9.09,4.59,104.0,13.8
127231,0.76,9.09,4.87,101.0,13.9
127232,0.75,9.09,5.18,104.0,13.9
127233,0.8,9.09,5.38,98.0,13.8
127234,0.8,9.88,5.55,99.0,13.8
127235,0.73,9.88,5.3,106.0,13.8
127236,0.74,9.09,5.4,95.0,13.8
127237,0.74,9.88,5.54,102.0,13.7
127238,0.82,9.09,5.81,98.0,13.7
127239,0.73,9.09,5.39,98.0,13.7
127240,0.74,10.53,5.49,92.0,13.8
127241,0.73,9.88,5.41,92.0,13.8
127242,0.74,9.88,5.54,96.0,13.8
127243,0.72,10.53,5.3,99.0,13.8
127244,0.7,9.88,5.26,94.0,13.8
127245,0.62,9.09,4.9,105.0,13.8
127246,0.64,9.88,5.0,109.0,13.8
127247,0.64,9.88,5.1,101.0,13.9
127248,0.61,9.09,4.87,102.0,13.8
127249,0.66,9.09,5.09,96.0,13.8
127250,0.66,9.88,5.31,101.0,13.8
127251,0.64,9.09,5.22,105.0,13.7
127252,0.6,8.33,5.11,109.0,13.7
127253,0.6,9.09,5.23,111.0,13.7
127254,0.6,8.33,5.3,113.0,13.7
127255,0.58,9.09,5.37,105.0,13.7
127256,0.56,8.33,5.46,108.0,13.7
127257,0.58,9.09,5.33,106.0,13.7
127258,0.57,9.09,5.13,106.0,13.8
127259,0.62,8.33,5.38,111.0,13.9
127260,0.61,8.33,5.43,113.0,14.0
127261,0.57,7.69,5.23,113.0,14.0
127262,0.59,9.09,5.31,112.0,14.1
127263,0.58,8.33,5.32,105.0,14.3
127264,0.58,8.33,5.32,105.0,14.4
127265,0.57,8.33,5.39,105.0,14.6
127266,0.57,8.33,5.36,111.0,14.4
127267,0.57,8.33,5.31,105.0,14.5
127268,0.59,9.09,5.06,116.0,14.5
127269,0.59,7.69,4.62,105.0,14.4
127270,0.61,8.33,4.16,105.0,14.5
127271,0.65,7.69,4.41,104.0,14.5
127272,0.63,7.14,4.16,104.0,14.5
127273,0.66,6.25,3.95,112.0,14.5
127274,0.66,8.33,4.36,106.0,14.6
127275,0.67,6.25,4.23,106.0,14.5
127276,0.69,7.14,4.5,105.0,14.5
127277,0.78,4.76,4.56,130.0,14.4
127278,0.83,5.0,4.77,132.0,14.4
127279,0.9,5.56,4.73,129.0,14.4
127280,0.98,5.26,4.6,140.0,14.4
127281,1.16,5.56,4.71,141.0,14.3
127282,1.1,5.26,4.42,144.0,14.3
127283,1.19,5.56,4.51,151.0,14.3
127284,1.1,5.26,4.46,153.0,14.3
127285,1.05,5.56,4.4,143.0,14.3
127286,1.12,5.56,4.51,149.0,14.2
127287,1.07,5.56,4.68,150.0,14.3
127288,1.15,5.56,4.68,147.0,14.2
127289,1.08,5.56,4.61,154.0,14.2
127290,1.07,5.56,4.52,154.0,14.2
127291,1.06,5.88,4.62,150.0,14.2
127292,1.04,5.56,4.42,151.0,14.2
127293,1.1,5.88,4.41,151.0,14.2
127294,1.11,5.56,4.78,150.0,14.4
127295,1.15,5.56,4.92,160.0,14.3
127296,1.1,5.88,4.87,161.0,14.3
127297,1.15,5.88,4.88,161.0,14.3
127298,1.05,5.88,4.84,161.0,14.3
127299,1.05,6.25,4.84,151.0,14.3
127300,1.08,5.88,4.9,164.0,14.3
127301,1.07,5.88,4.86,158.0,14.3
127302,1.12,6.25,4.99,157.0,14.3
127303,1.07,6.25,4.77,165.0,14.3
127304,1.15,6.25,4.63,160.0,14.3
127305,1.09,5.88,4.25,160.0,14.4
127306,1.2,5.56,4.43,161.0,14.4
127307,1.23,5.88,4.5,158.0,14.4
127308,1.27,6.25,4.55,164.0,14.5
127309,1.35,6.25,4.68,158.0,14.5
127310,1.25,6.25,4.68,165.0,14.6
127311,1.23,6.25,4.67,165.0,14.6
127312,1.26,6.67,4.77,163.0,14.6
127313,1.2,6.25,4.72,165.0,14.6
127314,1.13,6.67,4.7,163.0,14.7
127315,1.09,6.25,4.69,164.0,14.7
127316,1.08,6.67,4.75,164.0,14.7
127317,1.09,6.67,5.02,163.0,14.7
127318,1.02,6.67,4.91,168.0,14.7
127319,0.98,7.14,4.83,157.0,14.7
127320,1.06,6.67,4.88,161.0,14.6
127321,1.03,6.67,4.93,161.0,14.6
127322,1.02,6.67,5.02,157.0,14.6
127323,1.0,6.67,4.77,160.0,14.6
127324,0.99,7.14,4.65,158.0,14.6
127325,0.94,6.67,4.83,156.0,14.6
127326,1.03,6.67,5.17,156.0,14.5
127327,1.06,6.67,4.71,163.0,14.5
127328,1.06,7.14,4.12,154.0,14.5
127329,1.18,6.25,3.92,158.0,14.5
127344,1.3,6.25,4.08,82.0,13.8
127354,1.06,6.67,3.97,88.0,13.7
127357,0.9,5.88,4.04,84.0,13.7
127358,0.87,6.25,4.11,87.0,13.7
127359,0.84,11.11,4.31,91.0,13.8
127360,0.8,11.76,4.56,92.0,13.8
127361,0.79,11.11,4.64,88.0,13.8
127362,0.79,11.11,5.12,99.0,13.9
127364,0.73,11.76,5.49,101.0,13.9
127365,0.74,10.53,5.64,87.0,13.9
127366,0.75,11.11,5.76,94.0,13.9
127367,0.8,11.11,6.19,92.0,13.8
127368,0.8,11.76,6.48,94.0,13.8
127370,0.75,11.11,6.31,102.0,13.8
127381,0.75,11.11,6.32,98.0,13.7
127390,0.84,11.76,5.65,99.0,13.6
127391,0.86,11.76,5.5,92.0,13.6
127392,0.83,11.76,5.31,96.0,13.6
127393,0.87,10.53,5.41,96.0,13.6
127394,0.86,11.76,5.11,88.0,13.6
127395,0.96,11.76,4.46,88.0,13.6
127396,0.97,10.53,4.25,95.0,13.6
127398,1.06,11.11,4.21,89.0,13.6
127399,1.12,10.53,4.35,89.0,13.6
127418,1.63,6.25,4.97,89.0,13.5
127419,1.64,6.67,5.04,95.0,13.5
127420,1.61,6.25,5.05,98.0,13.5
127421,1.57,6.67,5.02,99.0,13.5
127422,1.5,6.67,5.17,106.0,13.5
127423,1.52,6.67,5.15,104.0,13.5
127424,1.46,6.25,5.06,111.0,13.5
127425,1.46,6.67,5.23,113.0,13.5
127426,1.4,6.67,5.24,115.0,13.5
127427,1.45,6.67,5.26,113.0,13.5
127428,1.4,7.14,5.13,105.0,13.5
127429,1.43,7.14,5.31,108.0,13.5
127430,1.42,7.69,5.34,106.0,13.5
127431,1.5,8.33,5.44,109.0,13.5
127432,1.37,6.67,5.17,116.0,13.5
127433,1.47,8.33,5.47,99.0,13.5
127434,1.41,8.33,5.5,112.0,13.5
127435,1.42,8.33,5.72,108.0,13.5
127436,1.33,7.69,5.6,106.0,13.5
127437,1.32,9.09,5.57,101.0,13.5
127438,1.36,9.09,5.48,99.0,13.5
127439,1.24,9.09,5.32,99.0,13.5
127440,1.22,7.14,5.22,125.0,13.5
127441,1.28,9.09,5.33,101.0,13.5
127442,1.25,9.09,5.09,101.0,13.5
127443,1.17,9.09,4.83,99.0,13.5
127444,1.21,9.09,4.95,99.0,13.5
127445,1.23,6.67,4.76,111.0,13.5
127446,1.24,9.09,4.79,102.0,13.5
127447,1.21,9.09,4.65,98.0,13.5
127448,1.35,9.09,4.95,101.0,13.5
127449,1.28,8.33,4.91,102.0,13.5
127450,1.26,8.33,4.64,102.0,13.5
127451,1.25,9.09,4.93,106.0,13.5
127452,1.24,8.33,4.81,99.0,13.5
127453,1.31,8.33,5.09,99.0,13.5
127454,1.23,8.33,4.88,99.0,13.5
127455,1.3,5.56,5.02,89.0,13.5
127456,1.28,9.09,5.02,99.0,13.5
127457,1.18,9.09,5.01,99.0,13.5
127458,1.27,9.09,5.23,98.0,13.5
127459,1.22,9.09,5.16,102.0,13.5
127460,1.2,9.09,5.09,104.0,13.5
127461,1.25,9.09,5.25,102.0,13.5
127462,1.24,9.09,5.13,105.0,13.5
127463,1.24,9.09,5.29,96.0,13.4
127464,1.19,8.33,5.1,98.0,13.4
127465,1.22,8.33,4.96,98.0,13.5
127466,1.23,8.33,4.91,102.0,13.4
127467,1.18,9.09,4.71,99.0,13.4
127468,1.32,6.67,4.73,98.0,13.4
127469,1.4,5.0,4.82,89.0,13.4
127470,1.34,6.67,4.83,99.0,13.4
127471,1.31,8.33,4.72,98.0,13.4
127472,1.38,6.67,4.71,99.0,13.4
127473,1.48,5.56,4.79,96.0,13.4
127474,1.5,5.0,4.72,88.0,13.4
127475,1.49,6.25,4.72,94.0,13.4
127476,1.57,5.88,4.62,92.0,13.4
127477,1.62,5.56,4.73,85.0,13.4
127478,1.64,5.26,4.76,80.0,13.4
127480,1.6,5.88,4.64,78.0,13.4
127481,1.62,5.88,4.85,85.0,13.4
127483,1.54,5.26,4.78,78.0,13.3
127484,1.41,5.88,4.65,84.0,13.3
127485,1.35,5.56,4.73,81.0,13.3
127486,1.36,6.25,4.75,84.0,13.3
127487,1.4,5.56,4.72,82.0,13.3
127488,1.36,6.25,4.61,89.0,13.3
127489,1.34,6.25,4.64,91.0,13.3
127490,1.31,5.88,4.76,89.0,13.3
127491,1.35,5.88,4.77,87.0,13.4
127492,1.29,6.25,4.62,89.0,13.4
127493,1.29,6.25,4.65,92.0,13.4
127494,1.3,6.25,4.7,96.0,13.4
127495,1.31,5.26,4.78,87.0,13.5
127496,1.26,6.67,4.78,94.0,13.5
127497,1.27,6.25,4.77,91.0,13.5
127498,1.25,6.25,4.84,89.0,13.6
127499,1.24,5.56,4.77,95.0,13.6
127500,1.18,7.14,4.84,92.0,13.6
127501,1.18,6.25,4.89,95.0,13.7
127502,1.18,6.67,4.99,88.0,13.7
127503,1.06,5.88,4.91,89.0,13.7
127504,1.01,5.26,4.86,87.0,13.7
127505,1.02,7.69,4.89,104.0,13.7
127506,0.99,5.88,4.99,94.0,13.6
127507,1.01,5.56,5.19,92.0,13.6
127508,0.95,8.33,5.31,101.0,13.6
127509,0.88,9.09,5.15,95.0,13.6
127510,0.9,7.69,5.13,101.0,13.6
127511,0.83,8.33,5.19,94.0,13.6
127512,0.86,8.33,5.29,98.0,13.5
127513,0.82,7.69,5.3,102.0,13.5
127514,0.8,8.33,5.28,108.0,13.5
127515,0.82,8.33,5.38,104.0,13.5
127516,0.82,7.69,5.41,108.0,13.5
127517,0.8,8.33,5.45,101.0,13.5
127518,0.81,7.69,5.67,102.0,13.5
127519,0.84,8.33,5.63,101.0,13.5
127520,0.79,7.14,5.5,95.0,13.5
127521,0.8,7.69,5.54,104.0,13.5
127522,0.79,8.33,5.57,102.0,13.5
127523,0.83,8.33,5.62,104.0,13.5
127524,0.83,7.69,5.7,98.0,13.5
127525,0.83,7.14,5.7,102.0,13.5
127526,0.74,7.69,5.66,99.0,13.5
127527,0.78,7.69,5.87,108.0,13.5
127528,0.77,8.33,5.65,105.0,13.4
127529,0.73,7.69,5.7,106.0,13.4
127530,0.69,7.14,5.61,99.0,13.4
127531,0.68,6.67,5.77,102.0,13.4
127532,0.68,7.69,5.8,102.0,13.5
127533,0.65,7.69,5.85,106.0,13.5
127534,0.66,7.14,5.91,104.0,13.6
127535,0.66,8.33,5.79,108.0,14.0
127536,0.65,7.14,5.96,108.0,14.1
127537,0.61,7.69,5.78,108.0,14.8
127538,0.61,7.14,5.96,105.0,14.6
127539,0.61,7.69,5.79,111.0,15.2
127540,0.66,7.69,5.9,104.0,15.0
127541,0.62,7.69,5.95,105.0,15.2
127542,0.63,7.14,5.88,102.0,15.5
127543,0.66,7.14,5.85,108.0,15.6
127544,0.67,7.14,5.98,112.0,15.5
127545,0.65,7.69,5.83,108.0,15.4
127546,0.68,7.14,5.89,106.0,15.6
127547,0.66,7.69,5.9,104.0,15.4
127548,0.6,7.69,5.64,113.0,15.5
127549,0.66,7.14,5.92,119.0,15.5
127550,0.66,7.14,5.79,115.0,15.5
127551,0.62,7.14,5.8,118.0,15.3
127552,0.67,7.14,5.98,113.0,15.1
127553,0.68,7.14,5.96,116.0,15.0
127554,0.66,7.14,5.88,109.0,14.7
127555,0.62,7.69,5.71,115.0,14.6
127556,0.66,7.69,5.75,111.0,14.4
127557,0.64,7.69,5.07,109.0,14.3
127558,0.64,7.69,4.74,119.0,14.3
127559,0.66,7.69,4.79,115.0,14.4
127560,0.66,8.33,4.61,118.0,14.4
127561,0.64,7.69,4.67,109.0,14.4
127562,0.67,7.69,4.89,112.0,14.4
127563,0.66,7.69,4.93,108.0,14.3
127564,0.64,7.14,4.8,111.0,14.3
127565,0.65,7.69,4.91,115.0,14.3
127566,0.68,7.69,5.1,116.0,14.2
127567,0.62,7.69,5.01,122.0,14.2
127568,0.63,7.69,5.02,111.0,14.2
127569,0.66,7.69,4.91,116.0,14.2
127570,0.62,7.69,4.78,109.0,14.4
127571,0.64,7.69,4.75,111.0,14.3
127572,0.69,7.69,4.67,113.0,14.3
127573,0.71,7.69,4.54,106.0,14.3
127574,0.77,4.55,4.57,120.0,14.3
127575,0.81,4.35,4.49,127.0,14.3
127576,0.86,4.76,4.52,116.0,14.3
127577,0.85,4.76,4.39,122.0,14.4
127578,0.81,4.76,4.44,123.0,14.4
127579,0.84,4.55,4.36,129.0,14.4
127580,0.83,4.35,4.36,158.0,14.4
127581,0.84,4.35,4.47,153.0,14.5
127582,0.87,5.0,4.62,139.0,14.6
127583,0.84,4.76,4.53,153.0,14.7
127584,0.76,4.76,4.44,157.0,14.8
127585,0.79,4.76,4.5,157.0,14.9
127586,0.74,4.76,4.56,154.0,14.9
127587,0.71,5.0,4.48,163.0,14.9
127588,0.72,4.76,4.41,157.0,15.0
127589,0.79,4.55,4.38,156.0,15.0
127590,0.75,4.55,4.23,153.0,15.1
127591,0.74,4.76,4.14,146.0,15.2
127592,0.73,5.0,4.04,140.0,15.2
127593,0.76,4.35,4.0,154.0,15.2
127594,0.79,4.55,3.92,164.0,15.3
127595,0.82,4.76,3.99,150.0,15.4
127596,0.84,4.55,4.02,150.0,15.4
127597,0.77,4.35,3.94,160.0,15.6
127598,0.84,4.55,4.04,153.0,15.7
127599,0.82,8.33,4.28,120.0,15.5
127600,0.76,8.33,4.24,111.0,15.4
127601,0.79,8.33,4.32,119.0,15.2
127602,0.79,4.17,4.3,149.0,15.1
127603,0.77,4.55,4.45,150.0,15.0
127604,0.78,4.55,4.4,153.0,15.0
127605,0.77,4.0,4.48,160.0,15.1
127606,0.75,5.0,4.51,144.0,15.1
127607,0.78,9.09,4.76,116.0,15.0
127608,0.76,4.35,4.68,160.0,14.9
127609,0.77,4.55,4.69,149.0,14.8
127610,0.7,7.69,4.76,119.0,14.8
127611,0.76,8.33,4.76,119.0,14.8
127612,0.76,4.76,4.65,146.0,14.7
127613,0.78,8.33,4.8,120.0,14.7
127614,0.73,9.09,4.77,119.0,14.7
127615,0.72,9.09,4.63,113.0,14.7
127616,0.78,4.55,4.9,163.0,14.7
127617,0.81,7.69,5.03,115.0,14.6
127618,0.79,4.55,4.91,154.0,14.6
127619,0.83,5.26,4.97,143.0,14.6
127620,0.82,4.76,4.87,158.0,14.7
127621,0.83,4.76,4.92,153.0,14.6
127622,0.86,9.88,4.88,111.0,14.7
127623,0.87,5.0,5.06,158.0,14.7
127624,0.87,5.56,5.05,141.0,14.7
127625,0.9,5.26,5.02,139.0,14.9
127626,0.89,5.0,5.04,149.0,15.1
127627,0.91,5.56,5.08,150.0,15.2
127628,0.89,5.56,5.06,143.0,15.5
127629,0.8,5.26,5.01,164.0,15.9
127630,0.84,4.76,5.13,158.0,15.9
127631,0.8,5.0,5.22,157.0,15.8
127632,0.83,5.26,4.9,151.0,15.4
127633,0.85,9.09,5.13,126.0,15.6
127634,0.85,9.09,4.77,119.0,15.5
127635,0.91,5.56,4.82,144.0,15.6
127636,0.93,5.56,4.98,146.0,15.6
127637,0.94,5.88,4.89,137.0,15.8
127638,1.03,6.25,4.96,144.0,15.8
127639,1.13,5.56,5.1,154.0,15.8
127640,1.21,6.25,5.19,149.0,15.9
127641,1.15,5.26,5.14,151.0,15.8
127642,1.23,5.88,5.3,149.0,15.8
127643,1.27,5.88,5.21,147.0,15.7
127644,1.31,5.88,5.25,151.0,15.6
127645,1.26,6.25,5.29,147.0,15.6
127646,1.23,5.88,5.27,157.0,15.6
127647,1.11,5.88,5.1,146.0,15.6
127648,1.22,6.25,5.32,136.0,15.5
127649,1.2,5.88,5.38,146.0,15.6
127650,1.15,6.67,5.32,139.0,15.7
127651,1.15,6.25,5.4,150.0,15.9
127652,1.13,6.67,5.38,156.0,16.0
127653,1.06,6.25,5.25,147.0,16.0
127654,1.01,5.56,5.25,150.0,15.9
127655,1.06,5.88,5.32,146.0,15.9
127656,1.05,6.25,5.41,157.0,15.8
127657,0.99,6.25,5.21,153.0,15.8
127658,0.97,5.56,5.07,150.0,15.8
127659,0.96,5.88,4.99,151.0,15.8
127660,0.99,5.26,5.06,144.0,15.8
127661,1.04,9.09,5.22,125.0,15.8
127662,1.0,5.26,5.0,150.0,15.7
127663,1.04,5.56,5.01,147.0,15.7
127664,1.03,5.26,4.81,153.0,15.7
127665,1.09,5.56,5.03,146.0,15.7
127666,1.04,9.88,5.14,120.0,15.7
127667,1.08,5.56,4.87,151.0,15.7
127668,1.18,5.56,4.95,153.0,15.7
127669,1.18,5.88,4.87,161.0,15.6
127670,1.16,5.88,4.97,147.0,15.6
127671,1.17,5.88,5.26,154.0,15.8
127672,1.13,6.25,5.19,149.0,16.1
127673,1.11,6.25,5.09,141.0,16.0
127674,1.29,6.25,5.44,151.0,16.0
127675,1.21,6.67,5.38,150.0,15.9
127676,1.25,6.25,5.09,149.0,15.7
127677,1.23,6.25,5.16,140.0,15.8
127678,1.22,6.67,5.41,149.0,15.9
127679,1.3,7.14,5.7,146.0,16.2
127680,1.26,7.14,5.66,149.0,16.1
127681,1.27,7.14,5.57,150.0,16.0
127682,1.38,6.67,5.76,154.0,16.0
127683,1.46,7.14,5.55,149.0,16.0
127684,1.59,7.14,5.42,153.0,16.0
127685,1.55,7.14,5.35,154.0,16.0
127686,1.5,7.69,5.02,151.0,15.9
127723,1.65,10.53,5.36,146.0,14.6
127724,1.55,9.09,5.15,153.0,14.7
127725,1.52,9.88,5.54,141.0,14.7
127726,1.48,9.09,5.48,150.0,14.7
127727,1.44,9.09,5.33,153.0,14.8
127728,1.41,10.53,4.92,144.0,14.8
127729,1.51,9.09,4.84,146.0,14.8
127730,1.54,9.09,4.94,147.0,14.8
127731,1.65,9.88,4.91,150.0,14.8
127732,1.52,9.09,4.69,151.0,14.8
127733,1.59,8.33,4.65,156.0,14.8
127734,1.61,9.09,4.75,154.0,14.8
127736,1.57,9.09,4.74,157.0,14.9
127737,1.48,9.88,4.77,133.0,14.9
127738,1.45,8.33,4.8,160.0,14.9
127739,1.58,9.09,5.13,151.0,14.8
127740,1.39,8.33,4.72,154.0,14.8
127741,1.44,9.09,4.96,150.0,14.8
127742,1.41,8.33,4.83,157.0,14.8
127743,1.35,9.09,4.61,157.0,14.8
127744,1.44,9.09,4.67,150.0,14.8
127745,1.39,8.33,4.48,158.0,14.8
127746,1.42,7.69,4.39,171.0,14.7
127747,1.34,8.33,4.32,163.0,14.7
127748,1.38,9.09,4.46,157.0,14.7
127749,1.25,8.33,4.43,160.0,14.6
127750,1.12,8.33,4.14,154.0,14.7
127751,1.14,9.09,4.19,149.0,14.6
127752,1.06,8.33,4.08,160.0,14.6
127753,1.01,9.09,3.92,153.0,14.6
127754,0.98,9.09,3.79,154.0,14.6
127756,0.96,8.33,3.69,158.0,14.6
127757,0.9,7.69,3.85,151.0,14.6
127760,0.81,8.33,3.77,147.0,14.6
127761,0.78,7.69,3.73,160.0,14.6
127762,0.73,8.33,3.79,147.0,14.6
127763,0.69,8.33,3.78,157.0,14.7
127764,0.75,7.69,3.75,167.0,14.7
127765,0.69,7.69,3.92,170.0,14.5
127766,0.68,8.33,3.87,161.0,14.6
127767,0.69,7.69,3.92,171.0,14.6
127768,0.65,7.14,3.88,178.0,14.6
127769,0.72,7.69,3.6,167.0,14.6
127770,0.71,7.14,3.73,171.0,14.6
127774,0.64,6.67,3.76,177.0,14.7
127778,0.66,9.09,3.65,136.0,14.8
127779,0.62,8.33,3.87,144.0,14.8
127780,0.65,6.67,3.61,168.0,14.9
127781,0.67,7.69,3.79,151.0,14.9
127791,1.25,5.26,4.17,186.0,14.9
127801,0.99,4.35,3.92,186.0,14.8
127802,0.95,5.88,3.98,178.0,14.7
127803,0.91,6.25,4.06,177.0,14.7
127804,0.94,6.25,4.05,178.0,14.7
127805,0.94,6.25,4.0,178.0,14.7
127806,0.86,6.25,4.02,178.0,14.7
127807,0.83,4.17,4.01,182.0,14.8
127808,0.83,6.25,3.97,174.0,14.7
127810,0.94,4.17,3.82,184.0,14.7
127811,0.95,5.88,3.88,174.0,14.7
127812,0.97,6.25,3.99,172.0,14.7
127813,1.02,4.55,4.03,184.0,14.7
127814,1.01,4.55,4.05,181.0,14.7
127815,0.96,5.88,4.25,178.0,14.8
127816,0.93,4.76,4.31,178.0,14.9
127817,0.9,6.25,4.37,174.0,14.9
127818,0.85,5.88,4.18,175.0,15.0
127819,0.89,6.25,4.21,178.0,15.0
127820,0.86,4.76,3.95,181.0,15.0
127821,0.94,5.88,4.05,181.0,15.1
127822,0.95,5.0,3.97,179.0,15.1
127823,0.95,5.88,3.97,174.0,15.1
127825,0.93,6.25,3.81,175.0,15.1
127830,0.98,6.25,3.76,172.0,15.1
127834,1.27,5.0,3.96,186.0,15.1
127835,1.33,5.26,4.0,185.0,15.1
127838,1.42,5.88,4.15,185.0,15.1
127839,1.37,5.56,4.14,184.0,15.1
127845,1.54,6.67,4.47,185.0,15.3
127846,1.45,6.67,4.39,184.0,15.3
127847,1.42,6.67,4.36,184.0,15.2
127850,1.25,5.26,4.23,186.0,15.2
127854,1.3,5.0,4.31,186.0,15.2
127857,1.2,4.76,4.22,184.0,15.2
127859,1.23,4.76,4.17,186.0,15.2
127860,1.31,7.14,4.36,171.0,15.2
127861,1.24,5.0,4.27,184.0,15.2
127862,1.33,5.56,4.36,177.0,15.3
127863,1.26,7.14,4.34,167.0,15.3
127864,1.26,6.67,4.35,171.0,15.3
127866,1.28,5.26,4.41,184.0,15.4
127867,1.37,5.0,4.54,186.0,15.6
127868,1.42,6.67,4.49,174.0,15.7
127871,1.36,5.26,4.44,182.0,15.8
127872,1.27,5.0,4.31,184.0,15.8
127876,1.23,5.26,4.11,184.0,16.0
127880,1.27,5.0,4.37,184.0,15.8
127881,1.27,4.76,4.35,182.0,15.8
127882,1.22,7.69,4.65,163.0,15.7
127883,1.19,7.69,4.69,163.0,15.6
127884,1.24,7.69,4.45,163.0,15.6
127885,1.16,6.67,4.46,165.0,15.6
127886,1.21,7.69,4.48,163.0,15.6
127887,1.11,7.14,4.14,168.0,15.6
127888,1.1,7.14,4.11,171.0,15.6
127910,1.33,5.56,4.57,78.0,15.4
127911,1.34,5.88,4.79,81.0,15.4
127912,1.31,5.88,4.81,82.0,15.4
127913,1.24,6.25,4.78,85.0,15.4
127914,1.16,5.88,4.71,82.0,15.5
127915,1.16,5.88,4.76,81.0,15.5
127916,1.04,5.26,4.64,85.0,15.5
127917,1.0,5.88,4.66,85.0,15.6
