,WVHT,DPD,APD,MWD,WTMP
35807,0.85,6.67,4.27,164.0,17.4
35808,0.8,6.25,4.33,165.0,17.4
35809,0.83,6.25,4.61,168.0,17.4
35810,0.77,5.88,4.56,168.0,17.4
35811,0.77,6.67,4.63,161.0,17.4
35812,0.78,5.88,4.81,165.0,17.4
35813,0.78,5.88,4.89,161.0,17.4
35814,0.77,6.25,4.91,165.0,17.3
35815,0.86,6.25,5.07,168.0,17.3
35816,0.81,5.88,5.02,175.0,17.3
35817,0.8,6.25,5.02,168.0,17.4
35818,0.82,5.88,4.42,175.0,17.3
35819,0.9,5.56,4.06,170.0,17.4
35820,0.92,5.88,3.86,171.0,17.5
35821,1.02,5.88,3.8,175.0,17.5
35822,1.05,5.88,3.8,172.0,17.6
35827,1.05,5.0,3.85,99.0,17.5
35828,1.07,5.0,3.89,84.0,17.6
35829,1.07,4.55,3.87,78.0,17.6
35830,1.09,5.0,3.83,92.0,17.7
35831,1.19,5.0,3.96,82.0,17.7
35833,1.13,5.26,3.97,84.0,17.7
35835,1.16,5.0,4.04,82.0,17.8
35836,1.09,4.76,4.04,84.0,17.8
35837,1.07,4.76,4.09,80.0,17.8
35838,1.04,5.0,4.18,87.0,17.9
35841,1.0,4.76,4.29,85.0,18.2
35842,0.99,4.55,4.38,82.0,18.3
35843,0.95,5.0,4.27,113.0,18.4
35844,0.99,5.88,4.4,153.0,18.4
35845,1.01,5.0,4.53,140.0,18.5
35846,1.07,5.88,4.76,119.0,18.6
35847,1.03,5.56,4.76,132.0,18.8
35848,0.98,6.25,4.73,116.0,19.0
35849,0.93,6.25,4.71,116.0,18.8
35850,0.9,6.25,4.78,108.0,18.8
35851,0.85,5.88,4.6,144.0,18.7
35852,0.88,5.88,4.6,140.0,18.5
35853,0.93,5.88,4.68,143.0,18.4
35854,0.9,5.88,4.24,136.0,18.2
35855,0.91,5.88,4.29,137.0,18.1
35856,0.87,5.56,4.39,154.0,18.1
35857,0.84,5.88,4.13,143.0,18.1
35858,0.87,6.25,4.19,133.0,18.1
35859,0.87,5.26,4.22,150.0,18.1
35860,0.87,5.88,4.08,132.0,18.1
35861,0.9,5.26,4.14,143.0,18.0
35862,0.88,5.88,4.14,146.0,18.0
35863,0.87,5.88,3.97,134.0,18.0
35864,0.84,5.88,4.04,130.0,18.0
35865,0.82,5.26,3.81,171.0,18.0
35866,0.88,5.56,3.96,146.0,18.0
35867,0.94,5.26,3.99,170.0,18.0
35868,1.01,5.26,4.08,172.0,18.0
35869,0.95,5.0,3.99,182.0,18.0
35870,1.02,5.26,4.09,175.0,18.0
35871,1.03,5.0,3.97,179.0,18.0
35872,0.94,5.26,3.97,175.0,18.0
35873,0.94,5.26,4.01,182.0,17.9
35874,0.89,5.56,4.12,171.0,17.9
35875,0.86,5.26,4.08,185.0,17.9
35877,0.85,5.26,3.91,177.0,17.9
35878,0.87,5.26,3.97,175.0,17.9
35879,0.76,5.0,4.01,178.0,17.9
35880,0.81,5.26,4.3,170.0,17.9
35881,0.81,5.56,4.45,171.0,17.9
35882,0.85,5.26,4.38,171.0,17.9
35883,0.83,5.88,4.3,172.0,17.9
35884,0.94,6.25,4.57,168.0,17.9
35885,0.99,5.88,4.83,170.0,17.9
35886,0.94,5.88,4.61,164.0,17.9
35887,0.92,6.25,4.53,171.0,17.9
35888,0.98,6.25,4.44,171.0,17.9
35889,1.01,6.25,4.6,174.0,17.9
35890,1.01,6.25,4.74,171.0,18.0
35891,1.01,6.67,4.86,170.0,18.0
35892,1.07,6.25,5.13,167.0,18.0
35893,1.05,6.67,4.91,170.0,18.0
35894,1.02,6.67,4.89,171.0,18.0
35895,1.02,6.67,5.07,168.0,18.0
35896,1.08,6.67,5.29,172.0,18.1
35897,1.03,6.67,5.25,161.0,18.2
35898,1.08,6.67,5.27,165.0,18.2
35899,1.16,6.67,5.33,163.0,18.0
35900,1.18,7.14,5.43,165.0,18.0
35901,1.15,7.14,5.36,167.0,18.3
35902,1.22,7.14,5.49,164.0,18.2
35903,1.28,7.14,5.59,164.0,18.2
35904,1.24,7.69,5.63,163.0,18.1
35905,1.16,7.14,5.65,165.0,18.0
35906,1.1,7.14,5.39,165.0,18.0
35907,1.12,7.69,5.56,160.0,18.0
35908,1.13,7.14,5.57,164.0,18.0
35909,1.08,6.67,5.46,170.0,18.0
35910,1.11,7.14,5.65,167.0,18.0
35911,1.12,7.14,5.69,163.0,17.9
35912,1.2,7.69,5.8,163.0,17.9
35913,1.15,7.14,5.68,167.0,17.9
35914,1.09,7.14,5.77,167.0,18.0
35915,1.11,7.14,5.74,165.0,18.0
35916,1.09,7.14,5.63,167.0,18.0
35917,1.05,7.14,5.55,164.0,18.0
35918,1.04,7.14,5.11,168.0,18.0
35919,1.04,7.69,4.89,161.0,18.0
35920,1.04,7.14,4.06,164.0,17.9
35921,1.08,7.14,4.12,164.0,17.9
35922,1.13,7.14,4.11,167.0,17.9
35928,1.18,5.26,4.32,85.0,17.9
35929,1.16,5.26,4.36,80.0,17.9
35930,1.15,5.26,4.43,89.0,17.9
35931,1.11,5.26,4.31,82.0,17.9
35932,1.05,5.56,4.31,85.0,17.9
35933,1.06,7.69,4.53,158.0,18.0
35934,1.03,5.0,4.43,87.0,18.0
35935,0.98,5.56,4.42,91.0,18.1
35936,0.97,5.56,4.46,91.0,18.1
35937,0.91,5.56,4.46,87.0,18.2
35938,0.93,5.26,4.51,89.0,18.2
35939,0.9,5.56,4.53,95.0,18.3
35940,0.92,5.56,4.6,98.0,18.4
35941,0.87,5.56,4.51,94.0,18.4
35942,0.86,6.67,4.57,157.0,18.4
35943,0.82,5.56,4.57,99.0,18.4
35944,0.79,5.0,4.47,89.0,18.4
35945,0.76,5.56,4.48,115.0,18.4
35946,0.72,5.56,4.66,111.0,18.4
35947,0.7,5.0,4.61,95.0,18.4
35948,0.69,5.26,4.52,95.0,18.3
35949,0.73,5.0,4.45,94.0,18.2
35950,0.68,7.14,4.2,151.0,18.2
35951,0.65,7.14,3.92,137.0,18.2
35952,0.66,5.88,3.88,116.0,18.1
35953,0.71,5.56,3.71,111.0,18.1
35954,0.71,7.14,3.79,134.0,18.1
35955,0.74,6.67,3.6,134.0,18.1
35956,0.79,6.67,3.66,151.0,18.0
35958,0.86,6.25,3.69,147.0,18.0
35959,0.89,6.25,3.74,146.0,18.0
35972,0.88,4.35,3.97,185.0,17.9
35973,0.87,9.88,3.82,91.0,17.9
35974,0.87,10.53,3.85,95.0,17.9
35975,0.87,9.88,3.95,95.0,17.9
35976,0.87,4.76,3.85,186.0,17.9
35977,0.87,5.26,3.84,179.0,17.9
35978,0.82,5.88,3.92,171.0,17.9
35980,0.73,5.56,4.0,181.0,18.0
35981,0.7,6.25,4.16,170.0,18.1
35982,0.71,5.88,4.11,171.0,18.0
35983,0.74,5.26,3.87,181.0,18.1
35984,0.69,5.88,3.96,174.0,18.1
35985,0.64,5.88,3.99,172.0,18.1
35990,1.04,4.17,3.63,95.0,18.1
35991,1.1,4.0,3.73,85.0,18.1
35994,1.21,5.26,4.16,104.0,18.1
35995,1.11,5.56,4.2,92.0,18.1
35996,1.18,5.56,4.34,88.0,18.0
35997,1.11,5.56,4.25,85.0,18.1
35998,1.2,4.55,4.42,91.0,18.0
35999,1.12,5.56,4.42,89.0,18.0
36000,1.2,5.56,4.42,94.0,18.0
36001,1.18,5.26,4.49,84.0,18.0
36002,1.14,5.88,4.45,87.0,18.0
36003,1.16,5.56,4.73,91.0,18.0
36004,1.17,10.53,5.13,92.0,18.0
36005,1.16,10.53,5.04,89.0,18.0
36006,1.16,9.88,5.03,91.0,18.0
36007,1.12,11.11,5.21,88.0,18.0
36008,1.08,10.53,5.09,91.0,18.0
36009,1.08,10.53,5.28,85.0,18.0
36010,1.07,9.88,5.27,82.0,18.0
36011,1.0,11.11,5.19,82.0,18.0
36012,0.95,9.88,5.16,92.0,18.0
36013,0.95,10.53,5.35,87.0,18.0
36014,0.91,10.53,5.09,89.0,17.9
36015,0.92,10.53,5.19,88.0,17.9
36016,0.92,11.11,5.16,82.0,17.9
36017,0.92,10.53,5.02,87.0,17.9
36018,0.9,11.11,5.26,88.0,17.9
36019,0.86,10.53,5.13,88.0,17.9
36020,0.81,10.53,5.14,88.0,17.9
36021,0.88,10.53,5.13,89.0,18.0
36022,0.83,10.53,5.09,89.0,18.0
36023,0.82,10.53,5.16,88.0,18.0
36024,0.8,11.11,5.14,95.0,18.0
36025,0.76,11.11,5.0,87.0,18.1
36026,0.81,9.88,5.22,92.0,18.1
36027,0.8,11.76,5.27,98.0,18.2
36028,0.74,9.88,5.03,101.0,18.3
36029,0.79,11.11,5.45,95.0,18.3
36030,0.79,11.11,5.4,96.0,18.4
36031,0.74,10.53,5.23,94.0,18.5
36032,0.74,10.53,5.38,94.0,18.6
36033,0.73,10.53,5.53,98.0,18.6
36034,0.73,11.11,5.35,101.0,18.5
36035,0.73,10.53,5.37,91.0,18.5
36036,0.79,10.53,5.38,101.0,18.5
36037,0.71,11.11,4.83,102.0,18.5
36038,0.75,9.88,5.04,87.0,18.5
36039,0.77,10.53,5.11,89.0,18.5
36040,0.73,9.88,4.65,91.0,18.4
36041,0.73,10.53,4.46,98.0,18.4
36042,0.74,10.53,4.73,91.0,18.3
36043,0.68,10.53,4.34,98.0,18.3
36044,0.66,10.53,4.81,95.0,18.3
36045,0.65,10.53,5.01,96.0,18.2
36046,0.62,10.53,4.98,102.0,18.2
36047,0.66,9.88,5.28,104.0,18.2
36048,0.62,9.88,5.15,92.0,18.2
36049,0.67,9.88,5.15,99.0,18.2
36050,0.62,9.88,4.9,92.0,18.1
36051,0.65,9.88,5.1,96.0,18.1
36052,0.69,9.09,5.29,95.0,18.1
36053,0.68,9.09,5.35,95.0,18.1
36054,0.73,9.09,5.55,94.0,18.1
36055,0.71,9.09,5.22,99.0,18.1
36056,0.76,9.09,5.22,94.0,18.1
36057,0.85,9.09,5.15,92.0,18.1
36058,0.84,9.88,4.8,91.0,18.1
36059,0.9,9.09,4.63,98.0,18.1
36060,0.94,4.76,4.48,168.0,18.1
36061,0.88,10.53,4.52,99.0,18.1
36062,0.87,4.76,4.61,170.0,18.1
36063,0.9,5.0,4.93,172.0,18.1
36064,0.86,5.0,4.89,179.0,18.1
36065,0.86,9.88,5.14,96.0,18.3
36066,0.88,5.0,5.06,168.0,18.3
36067,0.81,5.26,5.08,172.0,18.3
36068,0.87,5.26,5.22,172.0,18.3
36069,0.77,5.26,5.11,172.0,18.3
36070,0.79,5.56,5.26,163.0,18.3
36071,0.73,5.26,5.18,165.0,18.3
36072,0.68,5.26,5.08,167.0,18.4
36073,0.7,10.53,5.35,99.0,18.4
36074,0.76,5.56,4.98,170.0,18.5
36075,0.7,5.56,4.58,172.0,18.5
36076,0.76,5.26,4.37,168.0,18.5
36077,0.86,5.56,4.08,164.0,18.6
36078,0.84,11.11,4.08,104.0,18.6
36079,0.87,11.76,4.19,96.0,18.7
36080,0.84,5.26,4.12,170.0,18.7
36081,0.9,5.0,4.2,160.0,18.7
36082,0.96,5.56,4.29,171.0,18.7
36083,0.95,5.56,4.06,161.0,18.8
36084,0.98,5.26,4.19,168.0,18.7
36085,0.98,5.26,4.21,167.0,18.7
36086,0.97,5.26,4.19,170.0,18.7
36087,0.98,5.26,4.32,171.0,18.7
36088,0.96,5.26,4.07,167.0,18.7
36089,0.95,5.26,4.1,171.0,18.7
36129,1.59,5.88,4.69,80.0,18.4
36130,1.49,6.25,4.64,91.0,18.4
36132,1.61,5.88,4.68,88.0,18.4
36133,1.57,5.56,4.63,84.0,18.4
36134,1.59,5.88,4.66,94.0,18.3
36135,1.56,6.25,4.67,88.0,18.4
36136,1.59,5.56,4.69,91.0,18.3
36137,1.54,5.26,4.64,84.0,18.3
36138,1.62,5.88,4.77,82.0,18.3
36139,1.62,5.88,4.7,80.0,18.3
36140,1.57,6.25,4.66,81.0,18.3
36141,1.48,5.88,4.5,85.0,18.3
36142,1.52,5.88,4.51,81.0,18.3
36143,1.53,5.88,4.67,81.0,18.3
36144,1.48,5.88,4.6,80.0,18.3
36145,1.38,6.25,4.48,85.0,18.3
36146,1.33,5.88,4.49,82.0,18.3
36147,1.39,5.88,4.56,88.0,18.3
36148,1.31,5.88,4.36,87.0,18.3
36149,1.43,6.25,4.41,84.0,18.3
36150,1.47,5.88,4.41,87.0,18.3
36151,1.47,5.88,4.29,82.0,18.3
36153,1.5,5.56,4.4,78.0,18.3
36154,1.66,5.88,4.57,78.0,18.3
36155,1.52,5.56,4.4,80.0,18.2
36157,1.64,5.88,4.47,82.0,18.3
36180,1.65,8.33,4.99,91.0,17.8
36181,1.65,6.25,5.06,82.0,17.8
36183,1.63,5.56,5.18,81.0,17.7
36184,1.56,9.88,5.33,95.0,17.7
36186,1.54,7.14,5.52,88.0,17.7
36187,1.47,6.67,5.44,91.0,17.7
36188,1.38,7.69,5.28,94.0,17.7
36189,1.42,5.88,5.09,82.0,17.6
36190,1.41,10.53,5.1,91.0,17.6
36191,1.35,9.88,4.86,95.0,17.6
36192,1.34,9.88,4.94,95.0,17.6
36193,1.3,10.53,4.95,91.0,17.6
36194,1.35,10.53,5.14,96.0,17.5
36195,1.18,8.33,5.01,96.0,17.6
36196,1.3,10.53,5.07,99.0,17.5
36197,1.21,10.53,5.0,101.0,17.5
36198,1.23,9.88,5.23,96.0,17.5
36199,1.14,10.53,5.17,94.0,17.5
36200,1.15,9.09,5.12,95.0,17.5
36201,1.1,8.33,5.0,98.0,17.5
36202,1.13,9.88,5.28,96.0,17.5
36203,1.11,9.88,5.2,99.0,17.5
36204,0.98,10.53,5.06,102.0,17.4
36205,1.01,11.11,5.26,95.0,17.5
36206,0.97,9.88,5.29,99.0,17.4
36207,0.97,9.88,5.63,95.0,17.5
36208,0.94,10.53,5.38,99.0,17.4
36209,0.99,9.88,5.16,94.0,17.4
36210,0.92,11.76,4.82,95.0,17.5
36211,0.95,11.76,4.7,89.0,17.5
36212,1.01,11.11,4.82,108.0,17.5
36213,0.97,11.11,4.58,101.0,17.5
36214,0.91,10.53,4.47,99.0,17.5
36215,0.9,11.11,4.73,94.0,17.5
36216,0.84,10.53,4.82,98.0,17.6
36217,0.81,9.88,4.88,95.0,17.7
36218,0.88,10.53,5.32,96.0,17.8
36219,0.83,10.53,5.57,92.0,18.0
36220,0.84,9.88,5.72,95.0,18.1
36221,0.83,9.88,5.73,102.0,18.1
36222,0.79,9.09,5.59,95.0,18.1
36223,0.8,9.88,5.62,98.0,18.1
36224,0.82,9.88,5.84,95.0,18.0
36225,0.89,9.88,6.03,94.0,17.9
36226,0.79,9.09,5.17,96.0,17.8
36227,0.81,9.09,4.93,95.0,17.8
36228,0.83,9.09,4.86,95.0,17.7
36229,0.84,10.53,4.79,94.0,17.7
36230,0.81,9.88,4.45,95.0,17.7
36231,0.84,10.53,4.75,95.0,17.6
36232,0.79,10.53,4.72,104.0,17.6
36233,0.71,10.53,4.56,96.0,17.6
36234,0.69,10.53,4.56,92.0,17.6
36235,0.68,10.53,4.75,105.0,17.6
36236,0.65,9.88,4.69,91.0,17.6
36237,0.6,11.11,4.67,99.0,17.6
36238,0.56,10.53,4.86,87.0,17.6
36239,0.63,9.09,5.09,95.0,17.6
36240,0.64,9.09,3.83,88.0,17.5
36241,0.68,9.09,3.86,98.0,17.5
36242,0.72,9.88,3.81,108.0,17.5
36243,0.75,9.09,3.88,101.0,17.5
36244,0.74,9.09,3.96,102.0,17.5
36245,0.74,9.09,3.97,99.0,17.5
36246,0.75,9.09,3.98,105.0,17.5
36247,0.77,9.09,3.9,108.0,17.5
36248,0.77,9.09,3.95,99.0,17.5
36249,0.8,9.09,3.78,94.0,17.5
36250,0.89,9.88,3.71,105.0,17.5
36251,0.88,9.88,3.72,112.0,17.5
36254,0.85,9.88,3.6,98.0,17.5
36255,0.83,11.11,3.85,106.0,17.6
36256,0.74,10.53,4.06,101.0,17.6
36257,0.67,9.88,4.13,113.0,17.7
36258,0.66,9.88,4.45,106.0,17.8
36259,0.61,10.53,4.67,104.0,18.0
36260,0.62,10.53,4.98,109.0,18.3
36261,0.57,10.53,4.87,104.0,18.3
36262,0.56,10.53,5.02,102.0,18.3
36263,0.6,10.53,5.49,109.0,18.2
36264,0.6,10.53,4.86,111.0,18.2
36265,0.64,10.53,4.33,105.0,18.1
36266,0.72,9.88,3.97,108.0,18.1
36267,0.77,9.88,3.74,109.0,18.0
36268,0.83,9.88,3.69,119.0,18.0
36290,0.89,6.67,4.16,178.0,17.8
36292,0.82,6.67,4.03,175.0,17.8
36293,0.76,4.35,3.94,184.0,17.7
36294,0.74,6.25,4.01,175.0,17.7
36295,0.74,6.25,3.92,172.0,17.7
36296,0.69,6.25,3.71,174.0,17.7
36297,0.77,6.67,3.77,178.0,17.7
36300,0.74,6.67,3.62,175.0,17.7
36306,0.59,10.53,3.62,109.0,17.8
36307,0.53,6.25,3.6,172.0,17.9
36308,0.5,5.88,3.81,178.0,18.0
36328,0.87,4.17,3.57,186.0,17.9
36340,0.75,4.76,3.57,182.0,17.8
36344,0.58,5.56,3.61,177.0,17.8
36345,0.55,5.26,4.01,186.0,17.8
36346,0.53,5.56,4.3,185.0,17.8
36347,0.51,5.26,4.66,184.0,17.9
36348,0.49,5.26,4.83,179.0,18.1
36349,0.49,5.56,4.93,181.0,18.3
36352,0.48,5.56,5.06,186.0,18.4
36354,0.48,5.56,4.02,185.0,18.2
36370,1.02,5.0,3.75,185.0,18.0
36372,1.09,4.76,3.79,185.0,18.0
36373,1.0,5.0,3.8,186.0,18.0
36374,1.01,5.26,3.97,179.0,18.0
36375,0.94,5.26,3.71,182.0,18.0
36376,0.99,5.26,3.79,184.0,18.0
36377,1.04,5.26,3.77,182.0,18.0
36378,1.01,5.56,3.85,182.0,17.9
36379,0.88,5.0,4.11,182.0,17.9
36380,0.97,5.88,4.23,181.0,17.8
36381,0.95,5.56,4.04,184.0,17.8
36382,0.89,5.88,3.94,185.0,17.8
36383,0.84,5.56,3.82,184.0,17.8
36384,0.88,5.88,3.63,184.0,17.8
36402,0.74,5.26,3.63,82.0,18.1
36403,0.72,5.0,3.79,81.0,18.1
36404,0.73,5.0,3.58,82.0,18.1
36405,0.72,5.26,3.66,95.0,18.0
36441,0.48,8.33,3.59,96.0,17.7
36459,0.5,8.33,3.59,104.0,17.7
36460,0.5,8.33,3.82,102.0,17.7
36543,0.5,7.69,4.66,104.0,18.4
36548,0.49,7.69,4.29,109.0,18.3
36549,0.53,7.69,4.18,113.0,18.4
36554,0.62,7.69,3.84,106.0,18.6
36555,0.62,7.69,3.64,106.0,18.5
36556,0.62,7.14,3.68,109.0,18.4
36557,0.71,7.14,3.7,106.0,18.4
36558,0.71,7.14,3.66,106.0,18.3
36559,0.77,6.67,3.71,115.0,18.3
36561,0.82,7.14,3.69,120.0,18.2
36563,0.83,4.17,3.91,171.0,18.1
36564,0.87,4.17,3.94,174.0,18.1
36565,0.87,4.35,4.1,170.0,18.1
36566,0.86,4.55,4.02,171.0,18.1
36567,0.84,4.76,4.03,172.0,18.0
36568,0.79,4.17,4.03,171.0,18.0
36569,0.82,5.88,4.05,172.0,18.0
36570,0.88,5.88,4.25,174.0,18.0
36571,0.86,4.35,4.14,178.0,17.9
36572,0.87,5.0,4.08,177.0,17.9
36573,0.92,5.88,4.23,177.0,17.8
36574,0.88,5.56,4.16,179.0,17.8
36575,0.91,4.76,4.29,167.0,17.8
36576,0.87,5.56,4.4,171.0,17.9
36577,0.84,5.0,4.47,168.0,17.9
36578,0.83,5.26,4.6,179.0,17.9
36579,0.84,5.88,4.6,174.0,18.0
36580,0.84,5.26,4.34,175.0,18.0
36581,0.82,6.67,4.33,161.0,18.1
36582,0.82,6.67,4.17,167.0,18.3
36583,0.85,5.88,4.25,175.0,18.4
36584,0.86,6.25,4.11,175.0,18.4
36585,0.86,5.88,3.97,172.0,18.5
36586,0.9,5.26,3.9,174.0,18.5
36587,0.91,5.26,3.93,177.0,18.6
36588,0.92,5.0,3.88,170.0,18.6
36589,0.91,4.35,3.77,168.0,18.6
36590,0.88,5.88,3.84,179.0,18.7
36591,0.89,5.88,3.99,178.0,18.7
36592,0.87,6.25,3.96,167.0,18.6
36593,0.85,5.56,3.96,179.0,18.6
36594,0.84,6.25,3.83,174.0,18.5
36595,0.85,5.26,3.85,171.0,18.4
36596,0.86,4.55,3.92,171.0,18.4
36597,0.84,5.56,3.87,170.0,18.4
36598,0.83,5.56,3.87,179.0,18.8
36599,0.85,5.0,3.89,167.0,18.7
36600,0.8,5.0,3.94,168.0,18.6
36601,0.78,5.26,3.86,165.0,18.5
36602,0.79,6.25,3.95,170.0,18.5
36603,0.72,5.88,3.87,174.0,18.5
36604,0.75,5.88,3.97,165.0,18.4
36605,0.71,5.56,3.84,172.0,18.4
36606,0.72,5.56,3.94,171.0,18.4
36607,0.71,5.56,4.05,172.0,18.4
36608,0.69,6.25,4.14,168.0,18.4
36609,0.7,5.26,4.17,174.0,18.4
36610,0.71,4.76,4.22,170.0,18.4
36611,0.73,5.56,4.32,174.0,18.4
36612,0.7,5.26,4.14,174.0,18.4
36613,0.76,4.76,4.27,168.0,18.4
36614,0.75,4.76,4.37,167.0,18.4
36615,0.72,5.26,4.43,167.0,18.3
36616,0.74,4.76,4.43,174.0,18.4
36617,0.74,5.26,4.51,167.0,18.3
36618,0.69,5.0,4.49,167.0,18.3
36619,0.69,5.26,4.42,167.0,18.1
36620,0.78,5.0,4.52,165.0,18.0
36621,0.75,4.76,4.53,168.0,18.0
36622,0.76,5.0,4.65,174.0,18.1
36623,0.7,5.56,4.58,175.0,18.2
36624,0.73,5.26,4.73,170.0,18.6
36625,0.77,5.26,4.77,172.0,18.9
36626,0.74,5.56,4.78,170.0,19.0
36627,0.7,5.0,4.55,171.0,18.7
36628,0.7,5.56,4.15,171.0,18.8
36629,0.77,5.26,4.04,174.0,18.8
36630,0.78,5.0,3.61,165.0,18.8
36631,0.74,5.26,3.63,167.0,19.1
36632,0.75,4.76,3.87,165.0,19.1
36633,0.81,4.76,3.59,165.0,19.0
36634,0.8,5.0,3.57,165.0,19.0
36635,0.82,4.76,3.62,170.0,19.0
36636,0.79,4.76,3.64,171.0,19.0
36637,0.76,4.17,3.65,170.0,19.0
36638,0.78,4.55,3.61,172.0,19.0
36639,0.77,4.76,3.67,172.0,18.8
36640,0.76,5.26,3.62,178.0,18.7
36641,0.77,4.76,3.61,175.0,18.7
36642,0.81,5.56,3.61,182.0,18.6
36643,0.84,5.0,3.69,177.0,18.6
36644,0.79,5.26,3.64,175.0,18.6
36647,0.69,8.33,3.83,127.0,18.9
36648,0.69,5.88,3.89,174.0,18.9
36649,0.69,6.25,3.91,168.0,18.9
36650,0.68,5.88,3.96,170.0,18.9
36651,0.69,5.88,3.84,171.0,18.8
36652,0.72,5.88,3.83,170.0,18.8
36653,0.71,5.88,3.92,168.0,18.7
36654,0.67,5.56,3.92,174.0,18.7
36655,0.67,5.56,3.95,172.0,18.7
36656,0.63,5.88,4.17,170.0,18.7
36657,0.68,5.56,4.18,165.0,18.7
36658,0.71,5.88,4.33,167.0,18.7
36659,0.69,5.56,4.36,171.0,18.7
36660,0.67,5.88,4.22,165.0,18.7
36661,0.69,5.56,4.36,167.0,18.6
36662,0.69,5.26,4.33,165.0,18.6
36663,0.74,5.56,4.43,172.0,18.6
36664,0.64,5.0,4.36,168.0,18.5
36665,0.68,5.56,4.3,167.0,18.6
36666,0.65,5.26,4.3,168.0,18.6
36667,0.68,5.0,4.36,168.0,18.6
36668,0.68,4.76,4.27,170.0,18.7
36669,0.65,5.26,4.18,167.0,18.7
36670,0.65,5.56,4.07,163.0,18.7
36671,0.65,5.26,4.11,165.0,18.6
36672,0.68,5.26,4.23,163.0,18.7
36673,0.68,5.0,3.86,170.0,18.7
36674,0.76,5.0,3.68,170.0,18.7
36675,0.76,4.55,3.64,165.0,18.8
36677,0.77,4.76,3.6,167.0,18.9
36678,0.76,5.26,3.57,165.0,19.0
36688,0.7,6.25,3.6,165.0,19.2
36690,0.69,8.33,3.66,139.0,19.1
36692,0.6,4.55,3.76,178.0,18.9
36693,0.57,7.69,3.94,141.0,18.9
36694,0.57,8.33,4.0,140.0,19.3
36695,0.56,6.67,4.06,153.0,19.2
36696,0.54,8.33,3.95,139.0,19.1
36697,0.58,8.33,4.27,133.0,19.1
36698,0.54,7.69,4.46,141.0,19.2
36699,0.55,7.69,4.36,141.0,19.1
36700,0.54,6.67,4.45,153.0,19.1
36701,0.54,8.33,4.52,137.0,19.0
36702,0.54,7.14,4.63,149.0,19.0
36703,0.57,5.88,4.85,161.0,19.1
36704,0.54,6.25,4.68,160.0,19.1
36705,0.54,7.14,4.9,146.0,19.1
36706,0.54,8.33,4.78,139.0,19.1
36707,0.59,5.56,4.91,165.0,19.1
36708,0.59,5.56,5.03,170.0,19.1
36709,0.6,5.88,5.05,165.0,19.1
36710,0.55,5.88,4.88,168.0,19.1
36711,0.58,8.33,5.0,137.0,19.1
36712,0.57,8.33,5.05,146.0,19.1
36713,0.54,8.33,5.01,154.0,19.1
36714,0.54,6.25,4.84,160.0,19.1
36715,0.53,6.67,4.77,160.0,19.2
36716,0.53,8.33,5.08,144.0,19.4
36717,0.5,7.14,5.21,149.0,19.6
36727,0.48,7.69,5.6,141.0,20.1
36728,0.48,7.69,5.11,150.0,19.9
36729,0.51,7.69,4.2,147.0,20.0
36731,0.5,7.69,4.08,153.0,20.0
36796,0.94,11.11,4.84,101.0,19.6
36798,0.91,11.11,4.86,96.0,19.6
36799,0.96,11.76,5.2,105.0,19.6
36802,0.97,11.76,4.55,101.0,19.6
36803,1.03,11.76,5.09,96.0,19.6
36804,0.99,11.76,4.81,95.0,19.6
36805,1.01,11.76,4.61,91.0,19.6
36806,0.99,11.11,4.69,99.0,19.6
36807,1.02,11.76,4.55,94.0,19.5
36809,0.97,11.76,4.48,94.0,19.5
36810,1.0,11.76,4.56,94.0,19.5
36812,0.99,11.76,4.59,99.0,19.5
36813,0.97,11.76,4.92,99.0,19.5
36814,0.93,11.76,4.7,95.0,19.6
36815,0.92,11.76,4.78,104.0,19.6
36816,0.89,11.76,4.73,101.0,19.6
36817,0.85,11.76,4.6,92.0,19.6
36818,0.89,11.76,4.77,96.0,19.7
36819,0.84,10.53,4.6,105.0,19.7
36820,0.85,11.76,4.79,98.0,19.8
36821,0.82,11.76,4.63,96.0,19.9
36822,0.85,11.11,4.91,95.0,20.0
36823,0.8,10.53,4.87,95.0,20.2
36824,0.82,10.53,4.83,99.0,20.2
36825,0.81,10.53,4.72,104.0,20.2
36826,0.82,11.11,4.79,102.0,20.1
36827,0.88,11.11,4.8,95.0,20.0
36828,0.88,10.53,4.6,102.0,20.1
36829,0.91,10.53,4.62,95.0,20.0
36830,0.95,11.11,4.66,99.0,19.9
36831,0.92,11.11,4.69,94.0,19.9
36832,0.86,10.53,4.61,92.0,20.1
36833,0.92,9.88,4.87,99.0,20.3
36834,0.92,10.53,5.1,104.0,20.3
36835,0.89,11.11,5.13,104.0,20.2
36836,0.91,10.53,5.01,94.0,20.2
36837,0.9,10.53,5.31,98.0,20.2
36838,0.9,9.88,5.47,102.0,20.1
36839,0.83,5.88,5.11,164.0,20.1
36840,0.75,6.25,5.53,158.0,20.1
36841,0.77,7.14,5.49,134.0,20.0
36842,0.78,9.09,5.65,102.0,20.0
36843,0.75,6.25,5.61,156.0,20.0
36844,0.73,6.25,5.64,157.0,20.0
36845,0.77,6.67,5.52,139.0,20.0
36846,0.77,6.25,5.76,151.0,19.9
36847,0.78,5.88,5.5,161.0,20.0
36848,0.8,5.88,5.5,158.0,20.0
36849,0.82,5.88,5.51,168.0,20.0
36850,0.83,6.25,5.56,154.0,19.9
